book	entry	book_title_serbian	scripture_refs	situation_syriac	scripture_syriac	situation_greek_retroversion	scripture_greek_retroversion	situation_serbian	scripture_serbian
4	20	Против помисли демона туге	ИНав. 10, 25.	ܟ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܡܬܚܒܢܢܝܢ ܕܢܬܩܪܒܘܢ ܠܕܘܒܪ̈ܐ ܕܕܚܠܬ ܐܠܗܐ: ܡܢ ܙܘܥܬܐ ܕܚ̈ܙܘܢܐ ܕܚ̈ܝܠܐ: ܘܡܢ ܠܡ̈ܦܐܕܐ ܕܢܘܪܐ ܕܦܪ̈ܚܝܢ ܒܐܐܪ܀	ܠܐ ܬܕܚܠܘܢ ܘܠܐ ܬܙܘܥܘܢ ܡܢܗܘܢ. ܡܛܠ ܕܗܟܢܐ ܢܥܒܕ ܡܪܝܐ ܐܠܗܟܘܢ ܠܒܥܠܕܒ̈ܒܝܟܘܢ: ܐܝܠܝܢ ܕܐܢܬܘܢ ܤܢܝܢ ܐܢܬܘܢ ܠܗܘܢ	20. (!) προς λογισμους εργοις της θεοσεβειας επιβαλειν οκνουντας απο τρομου δεινων οψεων και απο λαμπαδων πυρος εν αερι πετομενων	+ .	Против помисли које се устручавају да живе побожно, бојећи се страшних виђења и запаљених бакљи које лете по ваздуху:	Не бојте се и не плашите се; будите слободни и храбри, јер ће тако учинити Господ свијем непријатељима вашим с којима се будете борили.
4	21	Против помисли демона туге	Суд. 5, 12.	ܟܐ: ܠܘܩܒܠ ܢܦܫܐ ܕܡܢ ܟܪܝܘܬܐ ܢܦܠܐ: ܘܡܛܠܗܕܐ ܡܬܪܗܒܐ ܡܢ ܚ̈ܙܘܢܐ ܕܐܠܝܐ܀	ܐܬܬܥܝܪܝ ܐܬܬܥܝܪܝ ܕܒܘܪܐ.. ܐܬܬܥܝܪܝ ܘܐܬܝܕܝ ܘܡܠܠܝ ܬܫܒܘܚܬ	21. προς ψυχην υπο λυπης πιπτουσαν και δια τουτο υπο νυκτερινων οψεων θορυβουμενην	+ .	Против душе која подлеже тузи и бива уплашена ноћним виђењима:	Устани, устани, Деворо; устани, устани, запевај песму; устани, Вараче, води у ропство робље своје, сине Авинејемов!
4	22	Против помисли демона туге	1. Сам 16, 23.	ܠܘܩܒܠ ܡܚܫܒܬ ܕܠܐ ܡܣܬܟܠܐ: ܕܩܝܢܬܐ ܕܢܩܝܦܐ ܠܡܙܡܘܪ̈ܐ: ܡܫܚܠܦܐ ܠܡܡܙܓܘܬܗ ܕܦܓܪܐ: ܘܪܕܦܐ ܠܗ ܠܕܝܘܐ ܕܡܐܫ ܠܗ ܠܚܨܐ: ܘܡܩܪ ܠܓܝ̈ܕܐ ܘܫܓܫ ܠܟܠܗܘܢ ܗ̈ܕܡܐ܀	ܘܟܕ ܗܘܝܐ ܗܘܬ ܪܘܚܐ ܒܝܫܬܐ ܥܠ ܫܐܘܠ܆ ܢܩܫ ܗܘܐ ܕܘܝܕ ܒܟܢܪܐ܆ ܘܡܪܘܚ ܗܘܐ ܠܗ. ܘܡܫܢܝܐ ܗܘܬ ܡܢܗ ܪܘܚܐ ܒܝܫܬܐ	22. προς λογισμον (a. R. ψυχην) ουκ εννοουμενον οτι μελος κολλω­μενος τοις ψαλμοις την σωματος κρασιν (εξιν) μετατιθησι και δαιμονα ψηλαφουντα τον νωτον και τα νευρα ψυχουντα και παντα τα μελη θορυβουντα διωκει	+ και εγενηθη εν τωι ειναι κτλ .	Против душе која не зна да мелодија псалама мења стање тела и одагнава демона који га додирује по његовим леђима, расхлађује његове тетиве и узнемирава све његове удове:	И кад би зли дух напао Саула, Давид би узимао харфу и свирао би руком својом, те би Саул одахнуо и било би му боље, јер би зли дух отишао од њега.
4	23	Против помисли демона туге	Изл. 7, 17; 8, 28; 2. Тим. 3, 8.; 1. Сам. 17, 45.	ܟܓ ܠܘܩܒܠ ܕܝܘܐ ܕܡܬܚܙܐ ܕܫܩܝܠ ܣܝܦܐ. ܘܠܐ ܠܢ ܕܐܝܟ ܕܒܒܥܠܕܒܒܘܬܐ ܢܦܢܐ ܦܬܓܡܐ. ܐܝܟܢܐ ܕܐܦ ܐܒܘܢ ܛܘܒܢܐ ܡܩܪܝܣ ܦܢܝ ܠܗ: ܟܕ ܢܚܙܝܗܝ ܕܫܩܝܠ ܣܝܦܐ ܘܐܬܐ ܠܐܘܪܥܗ: ܒܙܒܢܐ ܕܐܙܠ ܗܘܐ ܕܢܚܙܐ ܦܪܕܝܣܐ ܕܥܒܕ ܝܢܣ ܘܝܡܒܪܝܣ܀	ܐܢܬ ܐܬܐ ܐܙܬ ܥܠܝ ܒܣܝܦܐ ܘܒܢܝܙܟܐ ܘܒܣܢܘܪܬܐ ܘܒܣܟܪܐ܆ ܘܐܢܐ ܐܬܐ ܐܢܐ ܥܠܟ ܒܫܡܗ ܕܡܪܝܐ ܚܝܠܬܢܐ ܨܒܐܘܬ	23. προς δαιμονα φαινομενον ξιφηφορον προσηκει ημας ως εν πολεμωι απο­κρινεσθαι ωσπερ και ο πατηρ ημων ο μακαριος Μακαριος απεκριθη αυτωι ορων αυτον ξιφηρη αυτωι εναντιουντα οτε ωιχετο την παραδεισον οψομενος ην Ιαννης και Ιαμβρης εποιησαν	+ .	Против демона који се појављује носећи мач требало би, такорећи, да одговоримо на непријатељски начин, као што је блажени отац наш ава Макарије одговорио када је видео да демон носи мач и долази да га нападне у време када је отпутовао да види рај којег су начинили Јаније и Јамврис:	Ти идеш на ме с мачем и с копљем и са штитом; а ја идем на те у име Господа над војскама, Бога војске Израиљеве.
4	24	Против помисли демона туге	1. Сам. 17, 47.	ܟܕ ܠܘܩܒܠ ܕܝ̈ܘܐ ܕܒܐܐܪ ܥܒܕܝܢ ܫܓܘܫܝܐ: ܘܒܬܪ ܗܠܝܢ ܡܫܡܥܝܢ ܠܢ ܒ̈ܢܬ ܩ̈ܠܐ ܕܝܠܗܘܢ.܀	ܡܛܠ ܕܠܐ ܗܘܐ ܒܣܝܦܐ ܘܒܢܝܢܟܐ ܦܖ̈ܩ ܡܪܝܐ. ܡܛܠ ܕܕܡܪܝܐ ܗܘ ܩܪܒܐ. ܘܢܘܠܡܟܘܢ ܡܪܝܐ ܒܐܝ̈ܕܝ	24. προς δαιμονας εν αερι ηχος ποιουντας και μετα ταυτα αυτων φωνας ημας ακουειν ποιουντας .		Против демона који праве метеж у ваздуху и приморавају нас да слушамо њихове урлике:	И знаће сав овај збор да Господ не спасава мачем ни копљем, јер је рат Господњи, зато ће вас дати нама у руке.
4	25	Против помисли демона туге	1. Цар. 21, 12.	ܟܗ ܠܘܩܒܠ ܕܝܘܐ ܕܡܬܠܚܡ ܠܝ ܒܡܘܡ̈ܬܐ ܘܐܡܪ: ܕܓܚܟܐ ܥܒܕ ܐܢܐ ܠܟ ܘܒܙܚܐ ܒܢܬ ܟܠܗܘܢ ܝ̈ܚܝܕܝܐ: ܡܛܠ ܕܒܨܝܬ ܘܓܠܝܬ ܟܠܗܘܢ ܟܝ̈ܢܐ ܕܟܠܗܘܢ ܚܘܫ̈ܒܐ ܛܡ̈ܐܐ܀	ܣܦܩ ܠܟܘܢ. ܠܐ ܢܫܬܒܗܪ ܟܦܝܦܐ ܐܝܟ ܦܫܝܛܐ	25. προς δαιμονα μοι απειλουντα δι’ ορκων οτι ονειδισμον σε ποιησω και εμπαιγμον αναμεσον παντων των μοναζοντων οτι διηρευνησας και απεκαλυψας πασας παντων των μιαρων λογισμων φυσεις	+ ικανουσθω· μη καυχασθω ο κυρτος ως ο ορθος ! .	Против демона који ми прети клетвама и говори: „Учинућу те предметом подсмеха и погрде међу свим монасима, јер си испитао и свима обзнанио свеколику природу нечистих помисли“:	Доста! Нека се грбави не хвали као онај који је усправан!
4	26	Против помисли демона туге	2. Цар. 6, 16.	ܟܘ: ܠܘܘܥܠ ܢܦܫܐ ܕܡܬܪܗܒܐ ܡܢ ܕܝ̈ܘܐ ܕܡܢ ܗܠܝ ܡܬܝܝܙܝܢ ܒܐܐܪ܀	ܠܐ ܬܕܚܠ ܡܛܠ ܕܣ̈ܓܝܐܝܢ ܐܢܘܢ ܕܥܡܢ ܡܢ ܕܥܡܗܘܢ	26. προς ψυχην υπο δαιμονων εξ’ απροσδοκητου εν αερι φανεντων θορυβουμενην	+ μη φοβου κτλ .	Против душе уплашене демонима који се изненада појављују у ваздуху:	Не бојте се, јер је оних који су с нама бројнији од оних који су с њима.
4	27	Против помисли демона туге	2. Цар. 6, 17.	ܟܙ ܠܘܘܒܠ ܙܦܫܐ ܕܠܐ ܡܗܝܡܢܐ: ܕܡܠܐ ܐܐܪ ܡܢ ܡ̈ܠܐܟܐ ܩ̈ܕܝܘܐ ܕܡܥܕܪܝܢ ܠܢ: ܘܠܐ ܡܬܚܙܝܢ ܠܕܝ̈ܘܐ܀	ܘܨܠܝ ܐܠܝܫܥ ܘܕܡ ܡܪܝܐ ܘܐܡܪ ܡܪܝܐ ܦܬܚ ܥ̈ܝܢܘܗܝ ܕܛܠܝܐ ܘܢܚܙܐ. ܘܦܬܚ ܡܪܝܐ ܥܝ̈ܢܘܗܝ ܕܛܠܝܐ ܘܚܙܐ. ܘܗܐ ܛܘܪܐ ܡܠܐ ܪ̈ܟܫܐ ܘܪ̈ܟܒܐ ܕܢܘܪܐ ܚܕܪܘܗܝ ܕܐܠܝܫܥ	27. προς ψυχην ου πιστευουσαν οτι αηρ μεστος αγιων αγγελων ημιν τε συμμαχουντων και τοις δαιμοσιν ουχ ορωμενων	+ .	Против душе која не верује да је ваздух испуњен светим анђелима:	Јелисеј се помоли и рече: Господе, отвори очи слузи и нека види. И отвори му Господ очи, и виде. И гле, гора је била пуна коња, а огњене кочије су окруживале Јелисеја.
4	28	Против помисли демона туге	Пс. 2. 4–5.	ܟܚ ܠܘܩܒܠ ܚܘܫܒܐ ܕܒܪܥܠܐ ܘܒܐܪܬܝܬܐ ܪܡܐ ܠܝ. ܐܝܟ ܗܘ ܠܡ ܕܐܬܝܢ ܕܝ̈ܘܐ ܘܡܬܟܬܫܝܢ ܥܡܝ܀	ܕܝܬܒ ܒܫܡܝܐ ܢܓܚܟ. ܘܡܪܝܐ ܢܡܝܩ ܒܗܘܢ ܗܝܕܝܢ ܢܡܠܠ ܥܠܝܗܘܢ ܒܪܘܓܙܗ܆ ܘܒܚܡܬܗ ܢܕܠܚ ܐܢܘܢ	28. προς λογισμον εις τρομον και πτοησιν με ριπτοντα ως των δαιμονων ερχομενων και προς με μαχουμενων	+ .	Против помисли која ме баца у страх и дрхтање под изговором да ће демони доћи и ратовати са мном:	Онај који обитава на небесима подсмејаће им се и Господ ће им се наругати. Тада ће им говорити у гневу своме и у јарости својој потрешће их.
4	29	Против помисли демона туге	Пс. 6, 3–5.	ܟܛ ܠܘܬ ܡܪܝܐ ܡܛܠ ܚ̈ܙܘܢܐ ܫ̈ܓܝܫܐ ܘܡܫܟܪ̈ܐ: ܕܡܬܚܙܝܢ ܠܢ ܒ̈ܠ ܠܘܬܐ܀	ܪܚܡ ܥܠܝ ܡܪܝܐ ܡܛܠ ܕܟܪܝܗ ܐܢܐ. ܘܐܣܢܝ ܡܪܝܐ ܡܛܠ ܕܙܥܘܓܪ̈ܡܝ. ܘܢܦܫܝ ܐܬܬܙܝܥܬ ܛܒ. ܘܐܢܬ ܡܪܝܐ ܥܕܡܐ ܠܐܡܬܝ ܐܬܦܢ ܡܪܝܐ ܘܦܨܗ ܠܢܦܫܝ. ܘܦ ܪܘܩܝܢܝ ܡܛܠ ܛܝܒܘܬܟ	29. εις κυριον περι οψεων ταρασσουσων και βδελυκτων υμιν νυκτος φαινομενων	+ .	Господу, поводом узнемирујућих и срамотних виђења што нам се јављају ноћу:	Помилуј ме, Господе, јер сам немоћан; исцели ме, Господе, јер се сметоше кости моје и душа се моја мути веома. А Ти, Господе, докле ћеш тако? Обрати се, Господе, избави душу моју, спаси ме ради милости Твоје.
4	30	Против помисли демона туге	Пс. 10, 1.	ܠ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܡܠܟܝܢ ܠܢ ܕܢܥܪܘܩ ܡܢ ܩܕܡ ܒܝܫܬܗܘܢ ܕܕܝܘܐ. ܘܠܐ ܢܩܘܡ ܥܡܗܘܢ ܚܠܝܨܐܝܬ ܒܐܓܘܢܐ܀	ܒܡܪܝܐ ܣ ܒܪܬ ܐܝܟܢ ܐܡܪܝܢ ܐܢܬܘܢ ܠܢܦܫܝ: ܢܘܕܝ ܘܫܘܢܝ ܥܠ ܛܘܪ̈ܐ ܐܝܟ ܨܦܪܐ	30. προς λογισμους συμβουλευοντας ημιν απο προσωπου της δαιμονων κακιας φυγειν και μη ανδρειως αυτοις εν αγωνι αντικεισθαι	+ .	Против помисли које нам саветују да бежимо од зла демона и да им се не супротстављамо храбро у надметању:	На Господа се поуздах, како ћете рећи души мојој: „Пресели се на гору као птица?“
4	31	Против помисли демона туге	Пс. 16, 13.	ܠܐ ܠܘܬ ܡܪܝܐ ܥܠ ܣܒܪܐ ܕܥܬܝܕܝܢ ܕܝ̈ܘܐ ܕܢܐܬܘܢ ܥܠܝܢ ܒܐܠܝܐ܀	ܩܘܡ ܡܪܝܐ̈ ܩܕܡ ܐܦ̈ܝܗܘܢ ܘܐܒܪܟ ܐܢܘܢ ܘܦܨܗ ܠܢܦܫܝ ܡܢ ܪ̈ܫܝܥܐ ܘܡܢ ܚܪܒܐ	31. εις κυριον περι οιησεως ως οι δαιμονες καθ’ ημων εν τη νυκτι ερχεσθαι μελλουσιν	+ αναστηθι κυριε προφθασον αυτους και υποσκελισον αυτους και ρυσαι την ψυχην μου απο ασεβων και απο ρομφαιας .	Господу, ишчекујући да ће демони насрнути на нас по ноћи:	Устани, Господе, предухитри их и обори их; избави душу моју од безбожника, мачем Твојим од непријатеља руке Твоје.
4	32	Против помисли демона туге	Пс. 19, 8–9.	ܠܒ ܠܘܩܒܠ ܦܫܐ ܕܡܫܬܓܫܐ ܡܢ ܩ̈ܠܐ ܫ̈ܓܝܫܐ ܘܡܢ ܕܠܘܝܢܝܐ ܕܕܝ̈ܘܐ܀	ܗܠܝܢ ܒܡܪ̈ܘܒܬܐ ܘܗܠܝܢ ܒܙ̈ܟܫܐ. ܘܚܢܢ ܒܫܡܗ ܕܡܪܝܐ ܐܠܗܢ ܢܥܫܢ. ܗܢܘܢ ܒܪܟܘ ܘܢܦܠܘ܆ ܘܚܢܢ ܩܡܢ ܘܐܬܛܝܒܢ.	32. προς ψυχην υπο φωνων (ηχων) φοβερων και υπο δαιμονων ταραχης πτοη­θεισαν	+ .	Против душе коју узнемирава бука и метеж демона:	Једни се хвале кочијама, а други коњима, а ми ћемо се величати Именом Господа Бога нашега. Они се саплетоше и падоше, а ми устасмо и исправисмо се.
4	33	Против помисли демона туге	Пс. 26, 1.	ܠܓ ܠܘܩܒܠ ܕܝ̈ܘܐ ܕܒܠܠܝܐ ܕܒܩܝܢ ܠܦܓܪ̈ܝܢ: ܘܒܕܡܘܬ ܥܩܪ̈ܒܐ ܡܚܝܢ ܠܗܕܡ̈ܝܢ܀	ܡܪܝܐ ܢܘܗܪܝ ܘܦܘܪܩܢܝ ܡܢ ܡܢ ܐܕܚܠ. ܡܪܝܐ ܥܘܫܢܐ ܕܚ̈ܝܝ ܡܢ ܡܢܘ ܙܐܥ ܐܢܐ. ܟܕ ܩܪܒܘ ܠܝ ܒܝ̈ܫܐ ܠܡܐܟܠ ܒܣܪܝ܆ ܒ̈ܥܠܕܒܒܝ ܘܣ̈ܢܐܝ ܐܝܟ ܚܕܐ ܐܣܬܚܦܘ ܘܢܦܠܘ	33. προς δαιμονας νυκτος τοις ημων σωμασι προσκολλωμενους και εν ομοιωματι σκορπιων τα μελη ημων πλησσοντας	+ .	Против демона који ноћу додирују наша тела и као шкорпије убадају наше удове:	Господ је просветење моје и Спаситељ мој, кога ћу се бојати? Господ је заштитник живота мога, кога ћу се плашити?
4	34	Против помисли демона туге	Пс. 26, 3.	ܠܕ ܠܘܩܒܠ ܕܝ̈ܘܐ ܕܡܢ ܫܠܝ ܡܕܝܩܝܢ ܥܠܝܢ ܡܢ ܐܐܪ ܒܕܡܘܬ ܗ̈ܢܕܘܝܐ܀	ܐܢ ܬܫܪܐ ܥܠܝ ܡܫܪܝܬܐ ܠܐ ܕܚܠ ܠܒܝ. ܘܐܢ ܢܩܘܡ ܥܠܝ ܩܪܒܐ ܒܗܕܐ ܬܟܝܠ ܐܢܐ	34. προς δαιμονας εξαπινης υπερ ημων ως Ινδοι (Αιθιοπες) εξ αερος κατα­κυπτοντας	+ .	Против демона који нам се изненада појављују у ваздуху као Етиопљани:	Ако се построји на ме табор њихов, неће се уплашити срце моје; ако се подигне рат на ме, ја ћу се и тада надати.
4	35	Против помисли демона туге	Пс. 31, 7.	ܠܗ ܠܘܬ ܡܪܝܐ ܡܛܠ ܕܝܘܐ ܕܟܪܝܘܬܐ ܕܩܪܒ݂ ܠܝ: ܐܝܢܐ ܕܒܠܚܘܕܘܗܝ ܠܪܓܬܐ ܠܐ ܥܒܕ: ܐܠܐ ܟܠܗ ܦܘܠܚܢܗ ܒܪܫܐ ܘܒܚܨܐ ܐܝܬܘܗܝ. ܟܕ ܒܙܒܢ ܥܡ ܚܘܫ̈ܒܐ ܡܝܬܝܢ ܠܗܘ ܟܪܝܘܬܐ: ܒܙܒܢ ܕܠܐ ܒܥܐ ܚܘܫ̈ܒܐ: ܒܥܩܬܐ ܣܓܝܐܬܐ ܕܠܐ ܡܬܒܥܝܐ ܪܡܐ ܠܗ ܠܢܦܫܐ܀	ܐܢܬ ܣܬܪܝܢܝ ܘܡܢ ܒ̈ܥܠܕܒܒܝ ܢܛܪܝܢܝ. ܫܘܒܚܢܐ ܘܦܘܪܩܢܐ ܐܟܪܟܝܢܝ ܕܐܣܬܟܠܟ	35. εις κυριον περι λυπης δαιμονος μοι εγγιζοντος ος μονος επιθυμιαν ου ποιει αλλα ολος εν τηι κεφαληι και εν τωι νωτωι ενεργει τοτε μεν μετα λογισμων λυπην προσαγοντων τοτε δε ου ζητων λογισμους εις πολλην θλιψιν αχρηστον την ψυχην καθισται	+ συ σκεπασον με και απο των εχθρων μου τηρησον με, δοξαν και λυτρωσιν κυκλωσον με ινα σε συνιω .	Господу, поводом демона туге који ми приступа и једини не изазива жељу у мени, већ читавом својом силом дејствује у глави и у леђима; убацивши тугу с помислима, њему више нису потребне саме помисли, већ строваљује душу у велику и излишну пометњу:	Ти си ми прибежиште од жалости која ме је захвати. Радости моја, избави ме од оних који ме сколише.
4	36	Против помисли демона туге	Пс. 34, 1–3.	ܠܘ ܠܘܬ ܡܪܝܐ ܥܠ ܕܝ̈ܘܐ ܕܢܦܠܝܢ ܥܠ ܡܫܟܐ ܕܦܓܪܐ: ܘܟ̈ܘܝܐ ܐܝܟ ܗܘ ܕܡܢ ܢܘܪܐ ܣܝܡܝܢ ܒܗ. ܘ̈ܛܒܥܐ ܓ̈ܠܝܠܐ ܒܕܡܘܬ ܗܢܘܢ ܕܡܢ ܣܘܩܝܐ ܗܘܝܢ ܡܣܩܩܝܢ ܒܗ. ܐܝܠܝܢ ܕܐܢܐ ܙܒ̈ܢܝܢ ܣ̈ܓܝܐܢ ܚܙܝܬ ܐܢܘܢ ܒ̈ܥܝܢܝ ܘܐܬܕܡܪܬ܀	ܕܘܢ ܡܪܝܐ ܕܝܢܝ ܘܐܬܟܬܫ ܥܡ ܐܝܠܝܢ ܕܡܬܟܬܫܝܢ ܥܡܝ ܐܚܘܕ ܙܝܢܐ ܘܣܟܪܐ ܘܩܘܡ ܒܥܘܕܪܢܝ. ܫܡܘܛ ܣܦܣܪܐ ܘܐܒܪܩ ܠܘܩܒܠ ܪ̈ܕܘܦܝ. ܘܐܡܪ ܠܢܦܫܝ ܕܐܢܐ ܗܘ ܦܪܘܩܟܝ	36. εις κυριον περι δαιμονων επι δερμα σωματος προσπιπτοντων και καυστηρας ως πυρος εν αυτωι τιθεντων και τυπους κυκλωδεις ως υπο σικυων εμποιουντων, α δη πολλακις οφθαλμοις ιδων τεθαυμακα .		Господу, поводом демона који насрћу на кожу тела, и остављају жигосане белеге као од огња, и утискују модрице као од округлих посуда; ово сам видео својим очима много пута и био запрепашћен:	Господе, суди онима што ми чине неправду, ратуј против оних који ратују са мном. Узми оружје и штит, и устани у помоћ моји; извуци мач и препречи пут непријатељима мојим; реци души мојој: „Ја сам спасење твоје“.
4	37	Против помисли демона туге	Пс. 34, 17.	ܠܙ ܠܘܬ ܡܪܝܐ ܡܛܠ ܕܝܘܐ ܕܟܪܝܘܬܐ ܕܡܫܚܠܦ ܠܪܥܝܢܐ: ܘܒܚܕܐ ܬܪܥܝܬܐ ܕܡܠܝܐ ܥܩܬܐ ܬܩܝܦܬܐ ܘܒܥ ܠܗ. ܗܕܐ ܕܝܢ ܐܝܬܝܗ ܐܬܐ ܕܫܢܝܘܬܐ ܪܒܬܐ.܀.	ܐܗܦܟ ܢܦܫܝ ܡܢ ܫܓܘܫܝܗܘܢ. ܘܡܢ ܐܪ̈ܝܘܬܐ ܝܚܝܕܘܬܝ.	37. εις κυριον περι λυπης δαιμονος τον τε νουν αλλοιουντα και εν μιαι φροντιδι καρτερας θλιψεως μεστηι καταπηγνυντα· εστι δε σημειον τουτο μεγαλης ανοιας	+ αποκαταστησον την ψυχην μου κτλ .	Господу, поводом демона туге који избезумљује ум и оставља у њему само једну мисао испуњену тешком тугом; ово је знамење великог лудила:	Избави душу моју од злодејства њиховог, од лавова јединицу моју.
